noise_level,noise,graph,prior,decay,readiness,policy,fraction_mastered
paper_0.10,0.1,dag,uniform,0.004,0.6,filtered_curriculum_index_order,0.4525
paper_0.10,0.1,dag,uniform,0.004,0.6,filtered_curriculum_random_topo,0.455
paper_0.10,0.1,dag,uniform,0.004,0.6,mta,0.4891666666666667
paper_0.10,0.1,dag,uniform,0.008,1.0,greedy_lowest_first,0.0
paper_0.10,0.1,dag,uniform,0.008,1.0,random_unmastered,0.01375
paper_0.10,0.1,dag,uniform,0.008,1.0,fixed_curriculum_no_skip,0.0
paper_0.10,0.1,dag,uniform,0.008,1.0,prereq_lowest_first_previous,0.06625
paper_0.10,0.1,dag,uniform,0.008,1.0,filtered_curriculum_index_order,0.2733333333333334
paper_0.10,0.1,dag,uniform,0.008,1.0,filtered_curriculum_random_topo,0.2729166666666667
paper_0.10,0.1,dag,uniform,0.008,1.0,mta,0.29875
paper_0.10,0.1,dag,uniform,0.008,0.8,greedy_lowest_first,0.0
paper_0.10,0.1,dag,uniform,0.008,0.8,random_unmastered,0.006666666666666666
paper_0.10,0.1,dag,uniform,0.008,0.8,fixed_curriculum_no_skip,0.0
paper_0.10,0.1,dag,uniform,0.008,0.8,prereq_lowest_first_previous,0.06125
paper_0.10,0.1,dag,uniform,0.008,0.8,filtered_curriculum_index_order,0.26875
paper_0.10,0.1,dag,uniform,0.008,0.8,filtered_curriculum_random_topo,0.27208333333333334
paper_0.10,0.1,dag,uniform,0.008,0.8,mta,0.29333333333333333
paper_0.10,0.1,dag,uniform,0.008,0.6,greedy_lowest_first,0.0
paper_0.10,0.1,dag,uniform,0.008,0.6,random_unmastered,0.004166666666666667
paper_0.10,0.1,dag,uniform,0.008,0.6,fixed_curriculum_no_skip,0.0
paper_0.10,0.1,dag,uniform,0.008,0.6,prereq_lowest_first_previous,0.06375
paper_0.10,0.1,dag,uniform,0.008,0.6,filtered_curriculum_index_order,0.26875
paper_0.10,0.1,dag,uniform,0.008,0.6,filtered_curriculum_random_topo,0.2725
paper_0.10,0.1,dag,uniform,0.008,0.6,mta,0.2866666666666666
paper_0.10,0.1,dag,partial,0.0,1.0,greedy_lowest_first,0.995
paper_0.10,0.1,dag,partial,0.0,1.0,random_unmastered,0.9754166666666667
paper_0.10,0.1,dag,partial,0.0,1.0,fixed_curriculum_no_skip,0.95125
paper_0.10,0.1,dag,partial,0.0,1.0,prereq_lowest_first_previous,0.9833333333333334
paper_0.10,0.1,dag,partial,0.0,1.0,filtered_curriculum_index_order,0.85375
paper_0.10,0.1,dag,partial,0.0,1.0,filtered_curriculum_random_topo,0.8529166666666665
paper_0.10,0.1,dag,partial,0.0,1.0,mta,0.8479166666666668
paper_0.10,0.1,dag,partial,0.0,0.8,greedy_lowest_first,0.9925
paper_0.10,0.1,dag,partial,0.0,0.8,random_unmastered,0.97875
paper_0.10,0.1,dag,partial,0.0,0.8,fixed_curriculum_no_skip,0.925
paper_0.10,0.1,dag,partial,0.0,0.8,prereq_lowest_first_previous,0.9766666666666666
paper_0.10,0.1,dag,partial,0.0,0.8,filtered_curriculum_index_order,0.8504166666666666
paper_0.10,0.1,dag,partial,0.0,0.8,filtered_curriculum_random_topo,0.85125
paper_0.10,0.1,dag,partial,0.0,0.8,mta,0.8391666666666667
paper_0.10,0.1,dag,partial,0.0,0.6,greedy_lowest_first,0.96625
paper_0.10,0.1,dag,partial,0.0,0.6,random_unmastered,0.9525
paper_0.10,0.1,dag,partial,0.0,0.6,fixed_curriculum_no_skip,0.8245833333333334
paper_0.10,0.1,dag,partial,0.0,0.6,prereq_lowest_first_previous,0.975
paper_0.10,0.1,dag,partial,0.0,0.6,filtered_curriculum_index_order,0.84625
paper_0.10,0.1,dag,partial,0.0,0.6,filtered_curriculum_random_topo,0.8491666666666666
paper_0.10,0.1,dag,partial,0.0,0.6,mta,0.8216666666666668
paper_0.10,0.1,dag,partial,0.002,1.0,greedy_lowest_first,0.9320833333333333
paper_0.10,0.1,dag,partial,0.002,1.0,random_unmastered,0.8858333333333333
paper_0.10,0.1,dag,partial,0.002,1.0,fixed_curriculum_no_skip,0.7716666666666666
paper_0.10,0.1,dag,partial,0.002,1.0,prereq_lowest_first_previous,0.8716666666666667
paper_0.10,0.1,dag,partial,0.002,1.0,filtered_curriculum_index_order,0.6283333333333334
paper_0.10,0.1,dag,partial,0.002,1.0,filtered_curriculum_random_topo,0.6254166666666666
paper_0.10,0.1,dag,partial,0.002,1.0,mta,0.6729166666666667
paper_0.10,0.1,dag,partial,0.002,0.8,greedy_lowest_first,0.7833333333333333
paper_0.10,0.1,dag,partial,0.002,0.8,random_unmastered,0.7358333333333335
paper_0.10,0.1,dag,partial,0.002,0.8,fixed_curriculum_no_skip,0.6620833333333335
paper_0.10,0.1,dag,partial,0.002,0.8,prereq_lowest_first_previous,0.8054166666666666
paper_0.10,0.1,dag,partial,0.002,0.8,filtered_curriculum_index_order,0.6266666666666667
paper_0.10,0.1,dag,partial,0.002,0.8,filtered_curriculum_random_topo,0.62375
paper_0.10,0.1,dag,partial,0.002,0.8,mta,0.66
paper_0.10,0.1,dag,partial,0.002,0.6,greedy_lowest_first,0.375
paper_0.10,0.1,dag,partial,0.002,0.6,random_unmastered,0.5070833333333333
paper_0.10,0.1,dag,partial,0.002,0.6,fixed_curriculum_no_skip,0.5279166666666667
paper_0.10,0.1,dag,partial,0.002,0.6,prereq_lowest_first_previous,0.7333333333333334
paper_0.10,0.1,dag,partial,0.002,0.6,filtered_curriculum_index_order,0.62375
paper_0.10,0.1,dag,partial,0.002,0.6,filtered_curriculum_random_topo,0.6204166666666666
paper_0.10,0.1,dag,partial,0.002,0.6,mta,0.6408333333333335
paper_0.10,0.1,dag,partial,0.004,1.0,greedy_lowest_first,0.2675
paper_0.10,0.1,dag,partial,0.004,1.0,random_unmastered,0.30875
paper_0.10,0.1,dag,partial,0.004,1.0,fixed_curriculum_no_skip,0.3425
paper_0.10,0.1,dag,partial,0.004,1.0,prereq_lowest_first_previous,0.3420833333333333
paper_0.10,0.1,dag,partial,0.004,1.0,filtered_curriculum_index_order,0.47833333333333333
paper_0.10,0.1,dag,partial,0.004,1.0,filtered_curriculum_random_topo,0.48
paper_0.10,0.1,dag,partial,0.004,1.0,mta,0.5416666666666667
paper_0.10,0.1,dag,partial,0.004,0.8,greedy_lowest_first,0.08125
paper_0.10,0.1,dag,partial,0.004,0.8,random_unmastered,0.16125
paper_0.10,0.1,dag,partial,0.004,0.8,fixed_curriculum_no_skip,0.2033333333333333
paper_0.10,0.1,dag,partial,0.004,0.8,prereq_lowest_first_previous,0.3120833333333333
paper_0.10,0.1,dag,partial,0.004,0.8,filtered_curriculum_index_order,0.475
paper_0.10,0.1,dag,partial,0.004,0.8,filtered_curriculum_random_topo,0.47708333333333336
paper_0.10,0.1,dag,partial,0.004,0.8,mta,0.5291666666666667
paper_0.10,0.1,dag,partial,0.004,0.6,greedy_lowest_first,0.013333333333333332
paper_0.10,0.1,dag,partial,0.004,0.6,random_unmastered,0.0975
paper_0.10,0.1,dag,partial,0.004,0.6,fixed_curriculum_no_skip,0.14625
paper_0.10,0.1,dag,partial,0.004,0.6,prereq_lowest_first_previous,0.29083333333333333
paper_0.10,0.1,dag,partial,0.004,0.6,filtered_curriculum_index_order,0.4745833333333333
paper_0.10,0.1,dag,partial,0.004,0.6,filtered_curriculum_random_topo,0.4766666666666666
paper_0.10,0.1,dag,partial,0.004,0.6,mta,0.5016666666666666
paper_0.10,0.1,dag,partial,0.008,1.0,greedy_lowest_first,0.0008333333333333333
paper_0.10,0.1,dag,partial,0.008,1.0,random_unmastered,0.02208333333333333
paper_0.10,0.1,dag,partial,0.008,1.0,fixed_curriculum_no_skip,0.0
paper_0.10,0.1,dag,partial,0.008,1.0,prereq_lowest_first_previous,0.07166666666666667
paper_0.10,0.1,dag,partial,0.008,1.0,filtered_curriculum_index_order,0.27375
paper_0.10,0.1,dag,partial,0.008,1.0,filtered_curriculum_random_topo,0.27625
paper_0.10,0.1,dag,partial,0.008,1.0,mta,0.305
paper_0.10,0.1,dag,partial,0.008,0.8,greedy_lowest_first,0.0
paper_0.10,0.1,dag,partial,0.008,0.8,random_unmastered,0.005833333333333333
paper_0.10,0.1,dag,partial,0.008,0.8,fixed_curriculum_no_skip,0.0
paper_0.10,0.1,dag,partial,0.008,0.8,prereq_lowest_first_previous,0.07083333333333333
paper_0.10,0.1,dag,partial,0.008,0.8,filtered_curriculum_index_order,0.27125
paper_0.10,0.1,dag,partial,0.008,0.8,filtered_curriculum_random_topo,0.2754166666666667
paper_0.10,0.1,dag,partial,0.008,0.8,mta,0.27166666666666667
paper_0.10,0.1,dag,partial,0.008,0.6,greedy_lowest_first,0.0
paper_0.10,0.1,dag,partial,0.008,0.6,random_unmastered,0.004166666666666667
paper_0.10,0.1,dag,partial,0.008,0.6,fixed_curriculum_no_skip,0.0
paper_0.10,0.1,dag,partial,0.008,0.6,prereq_lowest_first_previous,0.06458333333333333
paper_0.10,0.1,dag,partial,0.008,0.6,filtered_curriculum_index_order,0.26958333333333334
paper_0.10,0.1,dag,partial,0.008,0.6,filtered_curriculum_random_topo,0.2758333333333333
paper_0.10,0.1,dag,partial,0.008,0.6,mta,0.22291666666666665
