n_kcs,turns,tau,gain,decay,readiness,noise,graph,prior,policy,fraction_mastered
12,120,0.8,0.185,0.002,1.0,0.0,dag,uniform,mta,0.9216666666666665
12,120,0.8,0.185,0.002,1.0,0.05,dag,uniform,greedy_lowest_first,0.8516666666666666
12,120,0.8,0.185,0.002,1.0,0.05,dag,uniform,random_unmastered,0.7891666666666666
12,120,0.8,0.185,0.002,1.0,0.05,dag,uniform,fixed_curriculum_no_skip,0.70375
12,120,0.8,0.185,0.002,1.0,0.05,dag,uniform,prereq_lowest_first_previous,0.7733333333333334
12,120,0.8,0.185,0.002,1.0,0.05,dag,uniform,filtered_curriculum_index_order,0.725
12,120,0.8,0.185,0.002,1.0,0.05,dag,uniform,filtered_curriculum_random_topo,0.73
12,120,0.8,0.185,0.002,1.0,0.05,dag,uniform,mta,0.74
12,120,0.8,0.185,0.002,1.0,0.1,dag,uniform,greedy_lowest_first,0.795
12,120,0.8,0.185,0.002,1.0,0.1,dag,uniform,random_unmastered,0.7225
12,120,0.8,0.185,0.002,1.0,0.1,dag,uniform,fixed_curriculum_no_skip,0.7045833333333333
12,120,0.8,0.185,0.002,1.0,0.1,dag,uniform,prereq_lowest_first_previous,0.6945833333333334
12,120,0.8,0.185,0.002,1.0,0.1,dag,uniform,filtered_curriculum_index_order,0.5779166666666666
12,120,0.8,0.185,0.002,1.0,0.1,dag,uniform,filtered_curriculum_random_topo,0.5779166666666666
12,120,0.8,0.185,0.002,1.0,0.1,dag,uniform,mta,0.6041666666666666
12,120,0.8,0.185,0.002,0.8,0.0,dag,uniform,greedy_lowest_first,0.36791666666666667
12,120,0.8,0.185,0.002,0.8,0.0,dag,uniform,random_unmastered,0.6154166666666667
12,120,0.8,0.185,0.002,0.8,0.0,dag,uniform,fixed_curriculum_no_skip,0.50125
12,120,0.8,0.185,0.002,0.8,0.0,dag,uniform,prereq_lowest_first_previous,0.8725
12,120,0.8,0.185,0.002,0.8,0.0,dag,uniform,filtered_curriculum_index_order,0.9183333333333333
12,120,0.8,0.185,0.002,0.8,0.0,dag,uniform,filtered_curriculum_random_topo,0.925
12,120,0.8,0.185,0.002,0.8,0.0,dag,uniform,mta,0.9254166666666666
12,120,0.8,0.185,0.002,0.8,0.05,dag,uniform,greedy_lowest_first,0.3983333333333334
12,120,0.8,0.185,0.002,0.8,0.05,dag,uniform,random_unmastered,0.5179166666666667
12,120,0.8,0.185,0.002,0.8,0.05,dag,uniform,fixed_curriculum_no_skip,0.50125
12,120,0.8,0.185,0.002,0.8,0.05,dag,uniform,prereq_lowest_first_previous,0.6879166666666667
12,120,0.8,0.185,0.002,0.8,0.05,dag,uniform,filtered_curriculum_index_order,0.7233333333333334
12,120,0.8,0.185,0.002,0.8,0.05,dag,uniform,filtered_curriculum_random_topo,0.7275
12,120,0.8,0.185,0.002,0.8,0.05,dag,uniform,mta,0.7370833333333334
12,120,0.8,0.185,0.002,0.8,0.1,dag,uniform,greedy_lowest_first,0.4216666666666667
12,120,0.8,0.185,0.002,0.8,0.1,dag,uniform,random_unmastered,0.4916666666666667
12,120,0.8,0.185,0.002,0.8,0.1,dag,uniform,fixed_curriculum_no_skip,0.50125
12,120,0.8,0.185,0.002,0.8,0.1,dag,uniform,prereq_lowest_first_previous,0.6241666666666666
12,120,0.8,0.185,0.002,0.8,0.1,dag,uniform,filtered_curriculum_index_order,0.575
12,120,0.8,0.185,0.002,0.8,0.1,dag,uniform,filtered_curriculum_random_topo,0.5733333333333333
12,120,0.8,0.185,0.002,0.8,0.1,dag,uniform,mta,0.6
12,120,0.8,0.185,0.002,0.6,0.0,dag,uniform,greedy_lowest_first,0.01375
12,120,0.8,0.185,0.002,0.6,0.0,dag,uniform,random_unmastered,0.3245833333333333
12,120,0.8,0.185,0.002,0.6,0.0,dag,uniform,fixed_curriculum_no_skip,0.31666666666666665
12,120,0.8,0.185,0.002,0.6,0.0,dag,uniform,prereq_lowest_first_previous,0.8725
12,120,0.8,0.185,0.002,0.6,0.0,dag,uniform,filtered_curriculum_index_order,0.9183333333333333
12,120,0.8,0.185,0.002,0.6,0.0,dag,uniform,filtered_curriculum_random_topo,0.925
12,120,0.8,0.185,0.002,0.6,0.0,dag,uniform,mta,0.9195833333333333
12,120,0.8,0.185,0.002,0.6,0.05,dag,uniform,greedy_lowest_first,0.04458333333333333
12,120,0.8,0.185,0.002,0.6,0.05,dag,uniform,random_unmastered,0.28958333333333336
12,120,0.8,0.185,0.002,0.6,0.05,dag,uniform,fixed_curriculum_no_skip,0.31666666666666665
12,120,0.8,0.185,0.002,0.6,0.05,dag,uniform,prereq_lowest_first_previous,0.6154166666666667
12,120,0.8,0.185,0.002,0.6,0.05,dag,uniform,filtered_curriculum_index_order,0.7229166666666668
12,120,0.8,0.185,0.002,0.6,0.05,dag,uniform,filtered_curriculum_random_topo,0.7266666666666666
12,120,0.8,0.185,0.002,0.6,0.05,dag,uniform,mta,0.7370833333333334
12,120,0.8,0.185,0.002,0.6,0.1,dag,uniform,greedy_lowest_first,0.07624999999999998
12,120,0.8,0.185,0.002,0.6,0.1,dag,uniform,random_unmastered,0.27208333333333334
12,120,0.8,0.185,0.002,0.6,0.1,dag,uniform,fixed_curriculum_no_skip,0.31666666666666665
12,120,0.8,0.185,0.002,0.6,0.1,dag,uniform,prereq_lowest_first_previous,0.5666666666666667
12,120,0.8,0.185,0.002,0.6,0.1,dag,uniform,filtered_curriculum_index_order,0.5733333333333333
12,120,0.8,0.185,0.002,0.6,0.1,dag,uniform,filtered_curriculum_random_topo,0.5720833333333333
12,120,0.8,0.185,0.002,0.6,0.1,dag,uniform,mta,0.5970833333333333
12,120,0.8,0.185,0.004,1.0,0.0,dag,uniform,greedy_lowest_first,0.04083333333333333
12,120,0.8,0.185,0.004,1.0,0.0,dag,uniform,random_unmastered,0.26625
12,120,0.8,0.185,0.004,1.0,0.0,dag,uniform,fixed_curriculum_no_skip,0.25708333333333333
12,120,0.8,0.185,0.004,1.0,0.0,dag,uniform,prereq_lowest_first_previous,0.29041666666666666
12,120,0.8,0.185,0.004,1.0,0.0,dag,uniform,filtered_curriculum_index_order,0.6120833333333333
12,120,0.8,0.185,0.004,1.0,0.0,dag,uniform,filtered_curriculum_random_topo,0.6125
12,120,0.8,0.185,0.004,1.0,0.0,dag,uniform,mta,0.62625
12,120,0.8,0.185,0.004,1.0,0.05,dag,uniform,greedy_lowest_first,0.10041666666666665
12,120,0.8,0.185,0.004,1.0,0.05,dag,uniform,random_unmastered,0.22375
12,120,0.8,0.185,0.004,1.0,0.05,dag,uniform,fixed_curriculum_no_skip,0.25708333333333333
12,120,0.8,0.185,0.004,1.0,0.05,dag,uniform,prereq_lowest_first_previous,0.31166666666666665
12,120,0.8,0.185,0.004,1.0,0.05,dag,uniform,filtered_curriculum_index_order,0.5529166666666667
12,120,0.8,0.185,0.004,1.0,0.05,dag,uniform,filtered_curriculum_random_topo,0.555
12,120,0.8,0.185,0.004,1.0,0.05,dag,uniform,mta,0.5720833333333333
12,120,0.8,0.185,0.004,1.0,0.1,dag,uniform,greedy_lowest_first,0.15208333333333335
12,120,0.8,0.185,0.004,1.0,0.1,dag,uniform,random_unmastered,0.2358333333333333
12,120,0.8,0.185,0.004,1.0,0.1,dag,uniform,fixed_curriculum_no_skip,0.25708333333333333
12,120,0.8,0.185,0.004,1.0,0.1,dag,uniform,prereq_lowest_first_previous,0.30875
12,120,0.8,0.185,0.004,1.0,0.1,dag,uniform,filtered_curriculum_index_order,0.45375
12,120,0.8,0.185,0.004,1.0,0.1,dag,uniform,filtered_curriculum_random_topo,0.4604166666666667
12,120,0.8,0.185,0.004,1.0,0.1,dag,uniform,mta,0.4925
12,120,0.8,0.185,0.004,0.8,0.0,dag,uniform,greedy_lowest_first,0.0
12,120,0.8,0.185,0.004,0.8,0.0,dag,uniform,random_unmastered,0.1375
12,120,0.8,0.185,0.004,0.8,0.0,dag,uniform,fixed_curriculum_no_skip,0.11208333333333333
12,120,0.8,0.185,0.004,0.8,0.0,dag,uniform,prereq_lowest_first_previous,0.29041666666666666
12,120,0.8,0.185,0.004,0.8,0.0,dag,uniform,filtered_curriculum_index_order,0.6120833333333333
12,120,0.8,0.185,0.004,0.8,0.0,dag,uniform,filtered_curriculum_random_topo,0.6125
12,120,0.8,0.185,0.004,0.8,0.0,dag,uniform,mta,0.61875
12,120,0.8,0.185,0.004,0.8,0.05,dag,uniform,greedy_lowest_first,0.009583333333333333
12,120,0.8,0.185,0.004,0.8,0.05,dag,uniform,random_unmastered,0.115
12,120,0.8,0.185,0.004,0.8,0.05,dag,uniform,fixed_curriculum_no_skip,0.11208333333333333
12,120,0.8,0.185,0.004,0.8,0.05,dag,uniform,prereq_lowest_first_previous,0.2725
12,120,0.8,0.185,0.004,0.8,0.05,dag,uniform,filtered_curriculum_index_order,0.5520833333333333
12,120,0.8,0.185,0.004,0.8,0.05,dag,uniform,filtered_curriculum_random_topo,0.5558333333333333
12,120,0.8,0.185,0.004,0.8,0.05,dag,uniform,mta,0.56875
12,120,0.8,0.185,0.004,0.8,0.1,dag,uniform,greedy_lowest_first,0.02583333333333333
12,120,0.8,0.185,0.004,0.8,0.1,dag,uniform,random_unmastered,0.11083333333333333
12,120,0.8,0.185,0.004,0.8,0.1,dag,uniform,fixed_curriculum_no_skip,0.11208333333333333
12,120,0.8,0.185,0.004,0.8,0.1,dag,uniform,prereq_lowest_first_previous,0.2675
12,120,0.8,0.185,0.004,0.8,0.1,dag,uniform,filtered_curriculum_index_order,0.4529166666666667
12,120,0.8,0.185,0.004,0.8,0.1,dag,uniform,filtered_curriculum_random_topo,0.45583333333333337
12,120,0.8,0.185,0.004,0.8,0.1,dag,uniform,mta,0.48958333333333337
12,120,0.8,0.185,0.004,0.6,0.0,dag,uniform,greedy_lowest_first,0.0
12,120,0.8,0.185,0.004,0.6,0.0,dag,uniform,random_unmastered,0.0875
12,120,0.8,0.185,0.004,0.6,0.0,dag,uniform,fixed_curriculum_no_skip,0.09583333333333333
12,120,0.8,0.185,0.004,0.6,0.0,dag,uniform,prereq_lowest_first_previous,0.29041666666666666
12,120,0.8,0.185,0.004,0.6,0.0,dag,uniform,filtered_curriculum_index_order,0.6120833333333333
12,120,0.8,0.185,0.004,0.6,0.0,dag,uniform,filtered_curriculum_random_topo,0.6125
12,120,0.8,0.185,0.004,0.6,0.0,dag,uniform,mta,0.6095833333333335
12,120,0.8,0.185,0.004,0.6,0.05,dag,uniform,greedy_lowest_first,0.0
12,120,0.8,0.185,0.004,0.6,0.05,dag,uniform,random_unmastered,0.075
12,120,0.8,0.185,0.004,0.6,0.05,dag,uniform,fixed_curriculum_no_skip,0.09583333333333333
12,120,0.8,0.185,0.004,0.6,0.05,dag,uniform,prereq_lowest_first_previous,0.2475
12,120,0.8,0.185,0.004,0.6,0.05,dag,uniform,filtered_curriculum_index_order,0.54875
12,120,0.8,0.185,0.004,0.6,0.05,dag,uniform,filtered_curriculum_random_topo,0.5533333333333332
12,120,0.8,0.185,0.004,0.6,0.05,dag,uniform,mta,0.5662499999999999
12,120,0.8,0.185,0.004,0.6,0.1,dag,uniform,greedy_lowest_first,0.003333333333333333
12,120,0.8,0.185,0.004,0.6,0.1,dag,uniform,random_unmastered,0.05958333333333334
12,120,0.8,0.185,0.004,0.6,0.1,dag,uniform,fixed_curriculum_no_skip,0.09583333333333333
12,120,0.8,0.185,0.004,0.6,0.1,dag,uniform,prereq_lowest_first_previous,0.25416666666666665
12,120,0.8,0.185,0.004,0.6,0.1,dag,uniform,filtered_curriculum_index_order,0.4525
12,120,0.8,0.185,0.004,0.6,0.1,dag,uniform,filtered_curriculum_random_topo,0.455
12,120,0.8,0.185,0.004,0.6,0.1,dag,uniform,mta,0.4891666666666667
12,120,0.8,0.185,0.008,1.0,0.0,dag,uniform,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,1.0,0.0,dag,uniform,random_unmastered,0.02333333333333333
12,120,0.8,0.185,0.008,1.0,0.0,dag,uniform,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,1.0,0.0,dag,uniform,prereq_lowest_first_previous,0.09916666666666668
12,120,0.8,0.185,0.008,1.0,0.0,dag,uniform,filtered_curriculum_index_order,0.3154166666666666
12,120,0.8,0.185,0.008,1.0,0.0,dag,uniform,filtered_curriculum_random_topo,0.30791666666666667
12,120,0.8,0.185,0.008,1.0,0.0,dag,uniform,mta,0.3104166666666666
12,120,0.8,0.185,0.008,1.0,0.05,dag,uniform,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,1.0,0.05,dag,uniform,random_unmastered,0.01625
12,120,0.8,0.185,0.008,1.0,0.05,dag,uniform,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,1.0,0.05,dag,uniform,prereq_lowest_first_previous,0.06833333333333334
12,120,0.8,0.185,0.008,1.0,0.05,dag,uniform,filtered_curriculum_index_order,0.30208333333333337
12,120,0.8,0.185,0.008,1.0,0.05,dag,uniform,filtered_curriculum_random_topo,0.3025
12,120,0.8,0.185,0.008,1.0,0.05,dag,uniform,mta,0.3104166666666666
12,120,0.8,0.185,0.008,1.0,0.1,dag,uniform,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,1.0,0.1,dag,uniform,random_unmastered,0.01375
12,120,0.8,0.185,0.008,1.0,0.1,dag,uniform,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,1.0,0.1,dag,uniform,prereq_lowest_first_previous,0.06625
12,120,0.8,0.185,0.008,1.0,0.1,dag,uniform,filtered_curriculum_index_order,0.2733333333333334
12,120,0.8,0.185,0.008,1.0,0.1,dag,uniform,filtered_curriculum_random_topo,0.2729166666666667
12,120,0.8,0.185,0.008,1.0,0.1,dag,uniform,mta,0.29875
12,120,0.8,0.185,0.008,0.8,0.0,dag,uniform,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,0.8,0.0,dag,uniform,random_unmastered,0.013333333333333332
12,120,0.8,0.185,0.008,0.8,0.0,dag,uniform,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,0.8,0.0,dag,uniform,prereq_lowest_first_previous,0.09916666666666668
12,120,0.8,0.185,0.008,0.8,0.0,dag,uniform,filtered_curriculum_index_order,0.3154166666666666
12,120,0.8,0.185,0.008,0.8,0.0,dag,uniform,filtered_curriculum_random_topo,0.30791666666666667
12,120,0.8,0.185,0.008,0.8,0.0,dag,uniform,mta,0.30625
12,120,0.8,0.185,0.008,0.8,0.05,dag,uniform,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,0.8,0.05,dag,uniform,random_unmastered,0.00875
12,120,0.8,0.185,0.008,0.8,0.05,dag,uniform,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,0.8,0.05,dag,uniform,prereq_lowest_first_previous,0.05958333333333334
12,120,0.8,0.185,0.008,0.8,0.05,dag,uniform,filtered_curriculum_index_order,0.30041666666666667
12,120,0.8,0.185,0.008,0.8,0.05,dag,uniform,filtered_curriculum_random_topo,0.30083333333333334
12,120,0.8,0.185,0.008,0.8,0.05,dag,uniform,mta,0.3116666666666667
12,120,0.8,0.185,0.008,0.8,0.1,dag,uniform,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,0.8,0.1,dag,uniform,random_unmastered,0.006666666666666666
12,120,0.8,0.185,0.008,0.8,0.1,dag,uniform,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,0.8,0.1,dag,uniform,prereq_lowest_first_previous,0.06125
12,120,0.8,0.185,0.008,0.8,0.1,dag,uniform,filtered_curriculum_index_order,0.26875
12,120,0.8,0.185,0.008,0.8,0.1,dag,uniform,filtered_curriculum_random_topo,0.27208333333333334
12,120,0.8,0.185,0.008,0.8,0.1,dag,uniform,mta,0.29333333333333333
12,120,0.8,0.185,0.008,0.6,0.0,dag,uniform,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,0.6,0.0,dag,uniform,random_unmastered,0.01
12,120,0.8,0.185,0.008,0.6,0.0,dag,uniform,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,0.6,0.0,dag,uniform,prereq_lowest_first_previous,0.09916666666666668
12,120,0.8,0.185,0.008,0.6,0.0,dag,uniform,filtered_curriculum_index_order,0.3154166666666666
12,120,0.8,0.185,0.008,0.6,0.0,dag,uniform,filtered_curriculum_random_topo,0.30791666666666667
12,120,0.8,0.185,0.008,0.6,0.0,dag,uniform,mta,0.3033333333333333
12,120,0.8,0.185,0.008,0.6,0.05,dag,uniform,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,0.6,0.05,dag,uniform,random_unmastered,0.007083333333333333
12,120,0.8,0.185,0.008,0.6,0.05,dag,uniform,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,0.6,0.05,dag,uniform,prereq_lowest_first_previous,0.05833333333333333
12,120,0.8,0.185,0.008,0.6,0.05,dag,uniform,filtered_curriculum_index_order,0.2970833333333333
12,120,0.8,0.185,0.008,0.6,0.05,dag,uniform,filtered_curriculum_random_topo,0.29875
12,120,0.8,0.185,0.008,0.6,0.05,dag,uniform,mta,0.305
12,120,0.8,0.185,0.008,0.6,0.1,dag,uniform,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,0.6,0.1,dag,uniform,random_unmastered,0.004166666666666667
12,120,0.8,0.185,0.008,0.6,0.1,dag,uniform,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,0.6,0.1,dag,uniform,prereq_lowest_first_previous,0.06375
12,120,0.8,0.185,0.008,0.6,0.1,dag,uniform,filtered_curriculum_index_order,0.26875
12,120,0.8,0.185,0.008,0.6,0.1,dag,uniform,filtered_curriculum_random_topo,0.2725
12,120,0.8,0.185,0.008,0.6,0.1,dag,uniform,mta,0.2866666666666666
12,120,0.8,0.185,0.0,1.0,0.0,dag,partial,greedy_lowest_first,1.0
12,120,0.8,0.185,0.0,1.0,0.0,dag,partial,random_unmastered,1.0
12,120,0.8,0.185,0.0,1.0,0.0,dag,partial,fixed_curriculum_no_skip,0.99875
12,120,0.8,0.185,0.0,1.0,0.0,dag,partial,prereq_lowest_first_previous,1.0
12,120,0.8,0.185,0.0,1.0,0.0,dag,partial,filtered_curriculum_index_order,1.0
12,120,0.8,0.185,0.0,1.0,0.0,dag,partial,filtered_curriculum_random_topo,1.0
12,120,0.8,0.185,0.0,1.0,0.0,dag,partial,mta,1.0
12,120,0.8,0.185,0.0,1.0,0.05,dag,partial,greedy_lowest_first,0.98875
12,120,0.8,0.185,0.0,1.0,0.05,dag,partial,random_unmastered,0.9741666666666666
12,120,0.8,0.185,0.0,1.0,0.05,dag,partial,fixed_curriculum_no_skip,0.9179166666666666
12,120,0.8,0.185,0.0,1.0,0.05,dag,partial,prereq_lowest_first_previous,0.9854166666666666
12,120,0.8,0.185,0.0,1.0,0.05,dag,partial,filtered_curriculum_index_order,0.9674999999999998
12,120,0.8,0.185,0.0,1.0,0.05,dag,partial,filtered_curriculum_random_topo,0.96
12,120,0.8,0.185,0.0,1.0,0.05,dag,partial,mta,0.9658333333333333
12,120,0.8,0.185,0.0,1.0,0.1,dag,partial,greedy_lowest_first,0.995
12,120,0.8,0.185,0.0,1.0,0.1,dag,partial,random_unmastered,0.9754166666666667
12,120,0.8,0.185,0.0,1.0,0.1,dag,partial,fixed_curriculum_no_skip,0.95125
12,120,0.8,0.185,0.0,1.0,0.1,dag,partial,prereq_lowest_first_previous,0.9833333333333334
12,120,0.8,0.185,0.0,1.0,0.1,dag,partial,filtered_curriculum_index_order,0.85375
12,120,0.8,0.185,0.0,1.0,0.1,dag,partial,filtered_curriculum_random_topo,0.8529166666666665
12,120,0.8,0.185,0.0,1.0,0.1,dag,partial,mta,0.8479166666666668
12,120,0.8,0.185,0.0,0.8,0.0,dag,partial,greedy_lowest_first,1.0
12,120,0.8,0.185,0.0,0.8,0.0,dag,partial,random_unmastered,1.0
12,120,0.8,0.185,0.0,0.8,0.0,dag,partial,fixed_curriculum_no_skip,0.9533333333333333
12,120,0.8,0.185,0.0,0.8,0.0,dag,partial,prereq_lowest_first_previous,1.0
12,120,0.8,0.185,0.0,0.8,0.0,dag,partial,filtered_curriculum_index_order,1.0
12,120,0.8,0.185,0.0,0.8,0.0,dag,partial,filtered_curriculum_random_topo,1.0
12,120,0.8,0.185,0.0,0.8,0.0,dag,partial,mta,1.0
12,120,0.8,0.185,0.0,0.8,0.05,dag,partial,greedy_lowest_first,0.9883333333333333
12,120,0.8,0.185,0.0,0.8,0.05,dag,partial,random_unmastered,0.9770833333333334
12,120,0.8,0.185,0.0,0.8,0.05,dag,partial,fixed_curriculum_no_skip,0.9066666666666666
12,120,0.8,0.185,0.0,0.8,0.05,dag,partial,prereq_lowest_first_previous,0.9779166666666665
12,120,0.8,0.185,0.0,0.8,0.05,dag,partial,filtered_curriculum_index_order,0.9679166666666665
12,120,0.8,0.185,0.0,0.8,0.05,dag,partial,filtered_curriculum_random_topo,0.9583333333333331
12,120,0.8,0.185,0.0,0.8,0.05,dag,partial,mta,0.9641666666666666
12,120,0.8,0.185,0.0,0.8,0.1,dag,partial,greedy_lowest_first,0.9925
12,120,0.8,0.185,0.0,0.8,0.1,dag,partial,random_unmastered,0.97875
12,120,0.8,0.185,0.0,0.8,0.1,dag,partial,fixed_curriculum_no_skip,0.925
12,120,0.8,0.185,0.0,0.8,0.1,dag,partial,prereq_lowest_first_previous,0.9766666666666666
12,120,0.8,0.185,0.0,0.8,0.1,dag,partial,filtered_curriculum_index_order,0.8504166666666666
12,120,0.8,0.185,0.0,0.8,0.1,dag,partial,filtered_curriculum_random_topo,0.85125
12,120,0.8,0.185,0.0,0.8,0.1,dag,partial,mta,0.8391666666666667
12,120,0.8,0.185,0.0,0.6,0.0,dag,partial,greedy_lowest_first,0.9883333333333334
12,120,0.8,0.185,0.0,0.6,0.0,dag,partial,random_unmastered,0.9983333333333333
12,120,0.8,0.185,0.0,0.6,0.0,dag,partial,fixed_curriculum_no_skip,0.8370833333333334
12,120,0.8,0.185,0.0,0.6,0.0,dag,partial,prereq_lowest_first_previous,1.0
12,120,0.8,0.185,0.0,0.6,0.0,dag,partial,filtered_curriculum_index_order,1.0
12,120,0.8,0.185,0.0,0.6,0.0,dag,partial,filtered_curriculum_random_topo,1.0
12,120,0.8,0.185,0.0,0.6,0.0,dag,partial,mta,1.0
12,120,0.8,0.185,0.0,0.6,0.05,dag,partial,greedy_lowest_first,0.9679166666666665
12,120,0.8,0.185,0.0,0.6,0.05,dag,partial,random_unmastered,0.96375
12,120,0.8,0.185,0.0,0.6,0.05,dag,partial,fixed_curriculum_no_skip,0.8225
12,120,0.8,0.185,0.0,0.6,0.05,dag,partial,prereq_lowest_first_previous,0.9816666666666666
12,120,0.8,0.185,0.0,0.6,0.05,dag,partial,filtered_curriculum_index_order,0.9679166666666665
12,120,0.8,0.185,0.0,0.6,0.05,dag,partial,filtered_curriculum_random_topo,0.9620833333333333
12,120,0.8,0.185,0.0,0.6,0.05,dag,partial,mta,0.9620833333333333
12,120,0.8,0.185,0.0,0.6,0.1,dag,partial,greedy_lowest_first,0.96625
12,120,0.8,0.185,0.0,0.6,0.1,dag,partial,random_unmastered,0.9525
12,120,0.8,0.185,0.0,0.6,0.1,dag,partial,fixed_curriculum_no_skip,0.8245833333333334
12,120,0.8,0.185,0.0,0.6,0.1,dag,partial,prereq_lowest_first_previous,0.975
12,120,0.8,0.185,0.0,0.6,0.1,dag,partial,filtered_curriculum_index_order,0.84625
12,120,0.8,0.185,0.0,0.6,0.1,dag,partial,filtered_curriculum_random_topo,0.8491666666666666
12,120,0.8,0.185,0.0,0.6,0.1,dag,partial,mta,0.8216666666666668
12,120,0.8,0.185,0.002,1.0,0.0,dag,partial,greedy_lowest_first,1.0
12,120,0.8,0.185,0.002,1.0,0.0,dag,partial,random_unmastered,0.9983333333333334
12,120,0.8,0.185,0.002,1.0,0.0,dag,partial,fixed_curriculum_no_skip,0.77625
12,120,0.8,0.185,0.002,1.0,0.0,dag,partial,prereq_lowest_first_previous,0.9916666666666666
12,120,0.8,0.185,0.002,1.0,0.0,dag,partial,filtered_curriculum_index_order,0.9916666666666667
12,120,0.8,0.185,0.002,1.0,0.0,dag,partial,filtered_curriculum_random_topo,0.9908333333333332
12,120,0.8,0.185,0.002,1.0,0.0,dag,partial,mta,0.9895833333333335
12,120,0.8,0.185,0.002,1.0,0.05,dag,partial,greedy_lowest_first,0.9704166666666667
12,120,0.8,0.185,0.002,1.0,0.05,dag,partial,random_unmastered,0.9416666666666665
12,120,0.8,0.185,0.002,1.0,0.05,dag,partial,fixed_curriculum_no_skip,0.7679166666666666
12,120,0.8,0.185,0.002,1.0,0.05,dag,partial,prereq_lowest_first_previous,0.9408333333333333
12,120,0.8,0.185,0.002,1.0,0.05,dag,partial,filtered_curriculum_index_order,0.8120833333333334
12,120,0.8,0.185,0.002,1.0,0.05,dag,partial,filtered_curriculum_random_topo,0.8133333333333332
12,120,0.8,0.185,0.002,1.0,0.05,dag,partial,mta,0.8233333333333335
12,120,0.8,0.185,0.002,1.0,0.1,dag,partial,greedy_lowest_first,0.9320833333333333
12,120,0.8,0.185,0.002,1.0,0.1,dag,partial,random_unmastered,0.8858333333333333
12,120,0.8,0.185,0.002,1.0,0.1,dag,partial,fixed_curriculum_no_skip,0.7716666666666666
12,120,0.8,0.185,0.002,1.0,0.1,dag,partial,prereq_lowest_first_previous,0.8716666666666667
12,120,0.8,0.185,0.002,1.0,0.1,dag,partial,filtered_curriculum_index_order,0.6283333333333334
12,120,0.8,0.185,0.002,1.0,0.1,dag,partial,filtered_curriculum_random_topo,0.6254166666666666
12,120,0.8,0.185,0.002,1.0,0.1,dag,partial,mta,0.6729166666666667
12,120,0.8,0.185,0.002,0.8,0.0,dag,partial,greedy_lowest_first,0.8854166666666665
12,120,0.8,0.185,0.002,0.8,0.0,dag,partial,random_unmastered,0.9370833333333333
12,120,0.8,0.185,0.002,0.8,0.0,dag,partial,fixed_curriculum_no_skip,0.6620833333333335
12,120,0.8,0.185,0.002,0.8,0.0,dag,partial,prereq_lowest_first_previous,0.9916666666666666
12,120,0.8,0.185,0.002,0.8,0.0,dag,partial,filtered_curriculum_index_order,0.9916666666666667
12,120,0.8,0.185,0.002,0.8,0.0,dag,partial,filtered_curriculum_random_topo,0.9908333333333332
12,120,0.8,0.185,0.002,0.8,0.0,dag,partial,mta,0.9891666666666667
12,120,0.8,0.185,0.002,0.8,0.05,dag,partial,greedy_lowest_first,0.8141666666666666
12,120,0.8,0.185,0.002,0.8,0.05,dag,partial,random_unmastered,0.8104166666666666
12,120,0.8,0.185,0.002,0.8,0.05,dag,partial,fixed_curriculum_no_skip,0.6616666666666666
12,120,0.8,0.185,0.002,0.8,0.05,dag,partial,prereq_lowest_first_previous,0.9041666666666666
12,120,0.8,0.185,0.002,0.8,0.05,dag,partial,filtered_curriculum_index_order,0.8095833333333333
12,120,0.8,0.185,0.002,0.8,0.05,dag,partial,filtered_curriculum_random_topo,0.8095833333333334
12,120,0.8,0.185,0.002,0.8,0.05,dag,partial,mta,0.8154166666666666
12,120,0.8,0.185,0.002,0.8,0.1,dag,partial,greedy_lowest_first,0.7833333333333333
12,120,0.8,0.185,0.002,0.8,0.1,dag,partial,random_unmastered,0.7358333333333335
12,120,0.8,0.185,0.002,0.8,0.1,dag,partial,fixed_curriculum_no_skip,0.6620833333333335
12,120,0.8,0.185,0.002,0.8,0.1,dag,partial,prereq_lowest_first_previous,0.8054166666666666
12,120,0.8,0.185,0.002,0.8,0.1,dag,partial,filtered_curriculum_index_order,0.6266666666666667
12,120,0.8,0.185,0.002,0.8,0.1,dag,partial,filtered_curriculum_random_topo,0.62375
12,120,0.8,0.185,0.002,0.8,0.1,dag,partial,mta,0.66
